id,rank_01,rank_02,rank_03,rank_mean,rank_std
305a4f4b61da42016a23e219aab20ab7cf701e0efb69bd83dea26a984b664b38,39.0,94.0,1.0,44.667,38.178
95f7d161bfbc7477522d438daa1cbee1c987a4a12cc1b3012e779de04a21ab49,76.0,3.0,55.0,44.667,30.685
402e2d5811d651afc5ba8427f9455d5d1449941be18801d27fea849c7f2a0753,43.0,94.0,1.0,46.0,38.026
7c00780b2c4a61f379f71fdcb61ea29e662a0e7ae861c7450068aa0dc00ad022,82.0,3.0,55.0,46.667,32.785
738a585319f32774fdfda8df4c716d09ea227a7bba5b98bd344297844f5d55a0,55.0,3.0,87.0,48.333,34.615
4f270b236a78e6cfb7383bec9fc4a4dcb7227bc2eecf6d44bb16e91f82a86c46,47.0,3.0,96.0,48.667,37.985
38a1b3646760cd4c86b38d4b5f8988187815efb035e2a052034e8d266f95bd3d,95.0,3.0,55.0,51.0,37.665
1cbb2363e1879620a3341ca39f5baf62012fa5c8a11a2301b9bcfddcd00031b5,149.0,3.0,1.0,51.0,69.301
c297578bc3828177deac2247e7977d3de7acaa0e3b76d22d5459793078ba622f,27.0,3.0,124.0,51.333,52.309
74d167e6dfb4a5ea04c1dac2a284ecc304e3d10339e977e3030c33676668cc03,97.0,3.0,55.0,51.667,38.448
93b6c7b92651007bbdfd455f006ac8a42de9960e61d6ba8005a3fe253581128d,152.0,3.0,1.0,52.0,70.715
2631d7dbb37dbc41846f390bb9429df2ab3894cd67fe0f115c93d871856527c9,70.0,3.0,87.0,53.333,36.261
2225d322fdeb4af62d458903ee8afe6717cfefb6ffba9b55f745e672c47d63fa,16.0,94.0,55.0,55.0,31.843
c9711964eba24e7201d6ebade4df2f9155fa4c877da2869c7675eff9b73a0bf6,50.0,3.0,114.0,55.667,45.492
7cbafec6190f0b51527762677a47538619831a4d60bd8d9736f5d6b35fcecfd5,80.0,3.0,84.0,55.667,37.277
5639132aaaa3d3dc217cd05b5502ff1a431fb1f4609ef4b5138796d461e22bd5,44.0,3.0,121.0,56.0,48.915
d57c200be4e9948e6ccd4e07f0de01e7cdd27c22a28d03fd23b9525071445a33,21.0,94.0,55.0,56.667,29.825
3d816298b22bce88df1419f90b46d114944b4ab70bc4a322e81ddf273ea1037c,18.0,153.0,1.0,57.333,68.002
101f7e0c876149cb3aa0c65b21f29913a62ca8ab1508414b4cdab4b626b51f85,74.0,3.0,96.0,57.667,39.685
989f2fbb679149cd16bc8a61e7c4e75f49a0354ac3204dc4ad987f0a0a95fece,96.0,3.0,74.0,57.667,39.685
6a9337c3749c0e6eaeacf3e84f67768b847ca375a35cbce7e32e5734c3d946f0,24.0,94.0,55.0,57.667,28.64
dddf297fd6dcfcfc7327a5f15301607c2a995a7084e2054b0c46322fc141f793,78.0,3.0,93.0,58.0,39.37
aa295eb5e72ed26a21c141d5c78fde05b27ee1227cfaeca637faec3bd3e5acb3,77.0,3.0,95.0,58.333,39.811
de6b622692c5d009fd29f23d5c7305b3225d69ac359feeb27e7de5363a8a1cf2,102.0,3.0,74.0,59.667,41.668
0a0a485c741edf79af5c3ccff9aa16617ac20762a491af80160b2e3ff63bb07b,31.0,94.0,55.0,60.0,25.962
aca64f92110987976d1fe830ad3987366dd83d66cac7874c303a6f46acd04974,81.0,3.0,103.0,62.333,42.906
5714f889f3ffe7f177985b6c55b9b2f04d4b94c444dc97db0737fb4abbfd55b2,41.0,94.0,55.0,63.333,22.425
2eb88fa7576f71aaa06f38fe3bf4d11bea4a2371be17e3e197b28baabd12749f,89.0,3.0,104.0,65.333,44.5
e35a4d3553968f663c58e657cf69378fe1a66069c145247b375de2473fd79698,72.0,3.0,124.0,66.333,49.56
e49cc24da5a95fc2cc044f6df67b03fb0b662a6c8691aa1cc061dee97a2ea52f,118.0,3.0,82.0,67.667,48.03
4b8a5f3dddba317edbd4592406f739db753ffe052f348784f9bac2ebebe63aaf,114.0,3.0,91.0,69.333,47.835
a0fbee2180442e4914bbed1af5838fb3eb7e29a73738803c33d7b762e3cf4111,84.0,3.0,121.0,69.333,49.277
bd5266fd5749371771139c09f7ae4124bfc5581b8fa381166390ff8e26f23963,98.0,3.0,108.0,69.667,47.317
bd4704d9ef2a60185188301250aa4b387ae21a0d010b41bc5bb6a76a4e750e1d,134.0,3.0,74.0,70.333,53.543
d35ac891bc67dd1cdd9c5ebf44043e4b5958748a47e1a7545dc875cae79d0ee9,153.0,3.0,55.0,70.333,62.19
950adba35c671a1626459a8eec6c412cd498e067d95ebaea9c12e4a35f437553,64.0,94.0,55.0,71.0,16.673
2f85e9f1cbff973981f4d2379034fd047184118739e5d0c35a5d15a6eac634f0,101.0,3.0,113.0,72.333,49.27
7d46a333d37cdbb060c1e241beb5f2ebf9a3d02557cb14118dc1594099b27582,48.0,94.0,79.0,73.667,19.154
b7b2b29e21db722d2edd37ce2dc34c7aec7f1fd58779a3b15f77c578f4989ca6,12.0,94.0,117.0,74.333,45.065
2c772b289fe508d30f3654df95e1ef6c41472813c76b937e79f5931f52b08652,119.0,3.0,104.0,75.333,51.513
5b7569feb8a0862f7c9504089b31782a031cfb8385b803e9a712d184113fdfb0,107.0,3.0,117.0,75.667,51.545
fbd658763a9b24e74a2a5a31d67af4c24367dfaccab5461c0a1cd55dc44eadd1,104.0,3.0,121.0,76.0,52.083
05050413a62aaf664ddfeb4c817cb213016a07a219278cac9afcea8423c5b538,125.0,3.0,100.0,76.0,52.618
2981e47e31d9769a8c0070d3640347d60af5556ac07aa1ac21cb6f6f85ff1e5f,56.0,94.0,79.0,76.333,15.628
bf953748aab4f91ec77335c04d5281378ff5f1d18e4d20771adb3c0b38147da4,91.0,3.0,135.0,76.333,54.878
2768c23ea56f64bdaab1fe98410681cccafa682b0fd88d6ec645e01da2eb9b34,61.0,94.0,74.0,76.333,13.573
6005b419c45dcaa06ba78d0da72f36ea8148d7ef3c3712b815d0ca547ef675d1,94.0,3.0,133.0,76.667,54.469
