,id,prob
440,bc89aeb8ec758d77ae5b153b8fdbce7217a7d34ce7c7856d95de00560245b047,0.253
220,72a9c0abd931275e484f7fa5ab242c94781fa2c26ac829d0776499e988e125da,0.252
179,9b071174a15a7649330437f6484122887456bd742787495dcd66588e75d725ff,0.251
286,41895c33ad4d9ef99e7f9f8d69b9c1dfb30070689979705bd53d2dd99babb259,0.245
350,8ff54e6e9c5a46aa9a45848f664ce144aa8d37224321cddc417923ffa9050aa2,0.245
235,d14e874c3bb323cc35d4bcfdc83f02b571962fe153e9ce8e3e345fd621fc62eb,0.244
298,b1a46757c75e786341a845d7dd3444b3bfc9c8825d6e65fc0ac442dcc6543d4d,0.243
111,8a5957d4ad2c2db34dde7f0a8218a4f938434d471759507fdc1fbe9dffae61bc,0.242
154,50db4ee673eb3137a5cfb79a732a3f45a8d15f9f42e6b1ece18ad980dc8d508b,0.242
251,695a0f1d11c5b0f3e3d766011115abfa465e36add2f9702e700172de8a2820a5,0.242
31,d7dab3cb8959d1cad3be7bf0d039535aa21923a6f48e94040a566c12bd6e508f,0.241
234,e7f44b9119ebcaa9a347d0601317cb5ddb08a52da0ec9a9fc083187ceb3c53c3,0.241
174,43c4a86ac2918ffa51d2fb8a504e4ce2284885f25a30f3c3f99c0be88547bdad,0.24
207,0fab8c3fe5f91e5a495740c6129c5e9af830d1e07901620c1997f33467fb151e,0.24
113,3a03cd6d32626514d7d413c6229ae3aa3b3ff6462d509e928f7fb6bb432c0aa8,0.24
39,b96cec9f3b2f10414492fa37235dbfdaec3041ce79adbc84bf09c769c6e32c3d,0.24
97,ad2d9879a8b2ef5328ec3bc710c95828b4c43fb64ec9ae1fe68f4f1d572861c6,0.24
245,e8058f63f1bf4cc17deea56f96c84c690eb8291e1b41e6aa0824e0bb94d91fee,0.238
365,221076f77ab1afc659b5d85a3b309cbc8afe554205dd19c3ca7c34531f30152e,0.238
240,d51b4cc810561fbcd84958a79c976f6da6e0841a4dbc4472ac26e45f85f8c8d5,0.237
317,5b98116ad29f54d3f6260f72752f010ad61b526c1e1222c523eef90e09536b89,0.237
318,9cb1a5563a27b332e9624deb9ec197850f4e79d5ad1bcf098efbc37e67405d0b,0.236
215,3f16a70c321e3aea43e973f18836e2e1b5c714805c2ce9e99f83428b27355162,0.235
46,d039506a9af446f69f3c8af41ce08b5e6aec95f89a40efa1f8c411fd34d7076f,0.234
349,64d412acdf5f88576949d2ba2afe2c365e23a7ea97a70663c02b1ed9b415781f,0.233
256,1086873242c5d64e4702169cf12cc9b5b67f48cee7b09c41082f3937902be156,0.233
156,b5a7fb3106c47ef4cdfaed8bf2f957c952c86283640ab5da02fb82523b0f2d73,0.23
371,99a746b5b190f5f1fd16c3f1b48963e023d6bc55c94067eca8376a13ad4e33fe,0.23
345,65fc14218ee0103cb9dc77307c81412a3f82ea353ae8078ee9952bf4cc764325,0.228
255,3cdec6082f248ce68d4bfc8ef1df0cb3d0ffed4485b7e8994d5da8ccdaa8991e,0.228
361,a88b9b9e95cb1fe781a4f7a109238b7ebfea565fcc1de2eb3b04a132e0a18ebe,0.228
28,84ce4b48062015e59f228d3d6e33139432a8166b7e0598276ff31d828f7c9a6f,0.227
271,83ff1cad31d150ea6673dd7ce897ec80980871ad59a6d008c6da9afd86010ff6,0.227
258,26a3e93535ac6ea7d9dee5cf179e70bbf93e72240683694e08b838d2e140d196,0.225
335,5786a7093ad1faca26af1e903508dbc9a81bc1283663e8dfef43d0424b5db493,0.223
158,7db1a077c14cc244494b3fab264f98fc04dd4fd27bc834f661570c06b6a81a53,0.223
108,425f2716986de6a09a8a114f1e8b9d14595e6f31b705424f12052379e4b4cebb,0.223
57,d9c0b3d167847e0c755c0bd0cdd269ca39a486ddc18768e413fe3bf199967846,0.223
301,7978ce7a9da295e15168df91eddaa08797753ad970df2d22e7d11c5205701a31,0.222
4,dbfe82951a3c6a448eb9e99c3d6e049617ba6854c1ad2d47975c6dc01ed4c937,0.222
267,ee41521ef465a5dfd47a52cbbac344042a50c1dd8c50d874652f416ac43e34e8,0.221
85,aff8948936ab21dfea40acb18907c8d0957a9feb99d2722106b74febcd8138aa,0.22
147,8ecbdec73b7b8c4d89eb8e9eb7caf21d16851294d4daca94302234a13504b45e,0.22
112,1e503f1c1a402e3af270c8e512df4047f8f1cc0e562bcdcec22d7b9e269d6e14,0.22
131,68a9af8ed518318ed284b689083122a78db6100a3fb5f46fcfbd83f9fc3f2146,0.22
163,10ec1f01e81505d45de68d973167da2a38f3038895ae058be780124e04f93c9f,0.22
466,31438f752b4a846638c0acd98c3078d7e1ee83204e0388bb15a61f38b358216c,0.219
141,2f027833e8ffce6e208eb70a39ea8f53c2c7203a6c1e9048e4f5a309de084ccc,0.219
322,81e062f5554447eb5a8ddfdcfe63ce42752b4cb311f1e84644bb35a856465ab9,0.218
276,0deba33b9cc959c8ff2e549e4eee8eb873cdae0d939fc32d5e0087144eb28a92,0.213
356,e3026f74ee46d434ece6ccbe72d276ce8a66ea90369e3c1f01d217aa7c3f7c7e,0.213
464,c0646d69abdbeee5fb2f89d01ea0b7c218f832da94d1468cc571ae821b257026,0.212
378,69f771b9c8c6892f6d6d1baaf0784af74aadd0bea1bf37f10462b92b7c2fed85,0.211
47,062011f045614cc7109c06dd0bd071bb026da8bff3749e16c90bdc8ddaa372b7,0.209
418,89980635d2ad4b9b9c2cb426d03cc19385174a79d2e4f5da6c8863ccbbd51c1e,0.209
253,126ed5ef490abd04066b2d0dd068bf0fea125825ae11a6e58068ee35899d7550,0.208
404,a7c2056462dfa0f4dd32da8ba2b4a7e5bf973cb2c6983218a6ce7cccc9a9b1c3,0.208
180,cf81809a9b797f013a740e49e8ff35b2008d86754e3ce71b57d3ab780dcd0208,0.208
428,2c6bf79c237c7678b5e0a6c3793e53d56a418d0713b2a6ef3d71ae92b72502ac,0.207
217,65d3fee46dc89d4fffef2d1f630ccdc7a58170eafa7c4871a4c9c02a3b572d04,0.207
146,eb0af80eb45bbd64d8959e75f8f21952d618b4f44fc8ec4546a3fe9905859455,0.206
360,eb9a8e170fc01462b6aef729b759256818d127a05baad21a3540379399bc5843,0.204
214,a6fcae02f8653ead50117e29a414e2eb0871b624fd97521921a64e64fc66694d,0.203
323,69f2a54733709883d5021d04187d72db1c213dbb8e66bd9ef9afad809b734064,0.2
54,bc845fa36537c002b3eea68928be52e02e1dfeb4563b20338ebc36c8354e4e24,0.2
143,edcefa7f000dff8be1ba3d51b6f259e5971f7df7423b2fdd7dc130eb2acce79a,0.2
459,1e36b2c6ecf8630e2f7c02cd759a81ad2e7acc8bf773b1aacf31c7daf3fac711,0.2
137,ecb1e60332059984242db30d63e229a9c76e65f5956f67321bf3142d48bb1358,0.2
373,843fed6d9097d4706952c2719a6788abb3fb4bed2abfc27e553e82d74cf21400,0.2
177,fda284ef3b3edd25e135100c24222ba463dfe785a4d99c1b90b19e921c26b695,0.2
265,bf7bdcd7a97f6fd8310b2681896dd7edc6adcd80dc4e06cfe7eb3354c295a9d9,0.2
45,b6d82dbabc23d0b59b53bed3871bcdecbfd06942bef14783bb9d9ce73c6f2e6d,0.199
264,eacaddc80eaa9e0551213c06a10843140457ee4ffdfc1fe8e069d9c7ca6b4bc7,0.197
370,786c5c460b0b4d7380d7054182de301a011589f29ac410c91d3a01f4236e5962,0.196
433,6600c761c4de3dc6d1b45af7b450bd3f2a93259855d74ef456c40df47c00423a,0.196
133,1c3bbb481d33d11d71a53bb46f4f293f90a91a67f4f39ccb2454b1acf514a173,0.195
103,5637a9e06aacd7f933988ed1ea9ff6d6f70cb817b487f4b249d0e35db62dcae7,0.195
228,3eeab91fce96724fa85bb6f5125325f87e8d29af2cde656042c662e359b335f7,0.194
223,0488e88a2bd8fc94d7d4b9fab2d86bbbde681d8598a8e26e614239b7de59a84a,0.194
36,895ff89341bd05a82addb9b1ec72ede1d4356890d2da6098749aa4c1d25bf369,0.192
401,f4bc327c2e19276044fe6b462e04fd0fba35251ec99d026acc43bb6a98db4518,0.19
327,1d3e4a1859db98079ea58fa5ec26a3dd3b4489a0dddfcebc919b99d4ce6f4dec,0.19
448,a0c069169b027036ebc36e223ac54cb0e54f5c0bf84c507647fd97e3d071402e,0.189
166,3827f3719e676524cba28f9de5a4b5012751ee5facd130968a3119cb8070eb29,0.189
99,58507e189db894f49bfabf88b359bd901539a877f9df40fa98bbfd0e3a8aa8e3,0.189
369,f01005a0f5c759b378e9c68f4fd4e53008ef4512bbb63347994b8c87486f6043,0.189
230,c1bac0ff2732f5eff9945a72a57ec9a67daa0e691343a1da81be28c8eedadd6c,0.189
60,78324927c137e283c59c7ab3b6f1ad5254b26028ba5878634d9b9a59deb1aaac,0.188
105,c8b5ccb030ad0e27a5cbc0c6130f8240e0eebfc64e6de11b169ac2c2223ce739,0.187
231,9ead9f7674ac75ed05f4ef03cb95b8a419a43362215c41fe52b20947f9d901dc,0.187
390,2f71f74e51a461faa11a939489843c4fe30ba14a8ed46b5af660c0d71bc81530,0.186
18,7fd2626990d33954dc4e7693a81357fb4ba3fe8bdf26fa76029c6f564cbebc7f,0.185
184,ab115f8dee657143acbc33c53557029f20aa1ec49fa4e3bff45420bb02ca36bf,0.185
50,ce4e0f6a5af7af890208d58c4b01127f5a0ba2cbd30811a1f5b9b598b9f56e79,0.184
173,190a2ea17e44d75e1f8c5785bbbebd5f13229cf7e7f5103449c8dc010edbc804,0.181
334,1a7536576d7be18765abda24d8aa7497116c40621dadb39279e244db4fa5fa6e,0.18
387,9326a6ac1154a817e4675665c94760c7f954bd28e76d2be92b660ced78e53385,0.18
278,2475fbfb3212ef9857fb9785987939eb351947b4342df027be9050b233195d94,0.18
226,70d6e9c44c3da83815cb36e3db648d0b8a87cbc319c08a2e6cdc0ceb186c2608,0.18
233,7c0573a370153b887ed15b99d9c604a6c63eae982c87f0ffa1ecb6d8e404ff2b,0.18
193,a697bbc7223ef1609f06dcd223d4ea78c269fd89f97d454b7209e56880ec384c,0.179
292,52becd8bb7df5a001ffc685c0e6b9895d84620c08f9e56f2e7cee265720eb62d,0.178
347,8248b7ea1f514a334a9a04872947f6d7ddd53360b0aadd065948d4f40f809c98,0.178
281,ef40df98605b0f6c04ad49ede4674deb0fe61f3775d7c159222e2b6522b310ea,0.178
280,2d55c0e480b1c382d7e7f73432f49492ef385d4174e389287a5289fdced47c3b,0.178
109,5d612f9b7ce15926a6f86a7154211f812a91ab239efa54c5d5867ca4f1544404,0.178
21,b725839ce2f9a170ed8d250abe93e894ca0decb947752cd2476a831cc2a32c2e,0.178
164,ff35681a531bbec2f367fc35778b48411ef38a88ea9f1416a41272ae57f84d46,0.177
446,cc687858a1fa67d4a43beccf3cc0b30f1519108d9df30d25a295b96d7ebd1815,0.177
424,2e773380e232a56f7ddcf8dadb6f03e1936d65daa37e4fb26505bb6cba584c1a,0.175
248,3f4692a480ee04dff3491bfe853344076839c02de7d160f594c42c119ff07e85,0.173
211,bc9a543de0d8a11883260223f42dd2306510b8837b5f83b94011e4c26290c8f0,0.173
35,2592aa418f8924fc49110394516ace413600949c58f4f95e7facd259759fb169,0.173
157,f68c986cc99e0a4e1571a1f21edc536071f5c3a72f36a2fa8abe23afa02cdf91,0.171
246,f540e49ccf15674e903fc94ff39ff2b757124f2e11927f4c42a92d03481e9ced,0.171
183,8953244b715397582014199d458c06c5ff65d5b6877d738b970ab4b4388b7cef,0.17
202,54b431a36dd3a1c80aab4988d7160f8562012d4cae5815bdff898d9e673f7e1b,0.17
106,15f167ec32faf53eaf280016667c946a71ff0ad3820069aa7a50d20e0a6584d5,0.17
413,e2cf89a5d141ff5b3b286a1697944db097461c0e7d0211aefe8dbc3364ecc2b0,0.169
167,0b440db15b631826562eb7e1d10894e3f7546d92c179ae8d2096bdb948ca81db,0.169
261,c88250ce570a2b2ccf7599cb46d4e1ce3402916d44c62291df0b43d9cbbbbd06,0.168
159,386f00fd11ba42964935c94949da0ce67405d6a6d59202d9d7c1a6f5bbaaaba8,0.168
325,acdf032c4143c4d3b04e0decee2c367896505aa2cd69ea1c845cead8a0780147,0.168
339,6633ed8a9d1f1ae5ad0927633bd5d37efa95759147c42c241fe5e8746096874d,0.168
364,ae475f06e071a2521811f300d09196ed77095cc62aa0289189c57abc9b26b0c3,0.167
419,1b87d437e6a1ec03419376c83311774050befad7fcdfbb5460d1c3cdaa3dfee5,0.167
273,0768414d9b2ba28964965bb7587f0dca5b3c54cbac8e9f6ad2ff54dfa244bfe1,0.167
341,9927425946cc86d7f7dc21bd7048c15544d2d877870eee7e50f32bbe9d1aa1b5,0.167
315,fd01927d84236c83053bf89f7a230062368c1276f45cccb0eef671a1e5e3d541,0.166
287,1174cf0a5982339d60484b4569865fd9b94ce30729e56a04337cc8d64add426c,0.166
241,ad8486f3fd2b313aeb4602ca8b0d3b74b3c9253bb14ae82d957e57c82b1a37f3,0.165
406,0fdab245dc822f7b3b06b37ae1d5b20ac20ae50b2c43ff309638ea902461225b,0.165
326,4938dd42c686a63a4e50c0ab0c2c07979f6070e0685def72dfc07539966a7637,0.165
42,3d9008d2480a7dac2519174b70b348269e3fe9182fc80dbce17d20546db3d522,0.164
239,90d851a5194c3b40eb61ac4b6d78ca9ea47021407a5c0e34565f69d26d06ac0a,0.164
343,948fb70ff774abd93d70908e647265283d7ea632cec8f54d18e7650f18671a56,0.164
445,b3c3a1c806fb97ed17d275c33f12061463d86c42c0b559a286d3dda52065d734,0.163
102,479d0950815427912f50d0aaa24f234f2f63cb4b7a59b1b3f45277f9c0009e5f,0.162
460,88e6ca21f74e62321d2352f51075cdce1e1108b1ca7f83a841f73e2ac67a1a50,0.162
30,3ca5bd8c5d273c441690eeaebe0d20001b5de022d092868f6df16fd649f4d52d,0.161
34,a8d9fdd6a5be8679293bbd61517df53f6114cc2c515b52a63fc707baac08a943,0.161
284,8eee879c7fb52fed589e5df6596182cbd5fd100958a9b8da0c6eff311d3ef192,0.161
275,f9562ee61ec6722d65c7239b92f4dac203531569415a8b363cca3704f8941a32,0.161
229,18fc1eff274e3eb4334ac570e5b6d1fa09ebecba24c155408150b099f0c6379f,0.161
351,4b4c14791a5a6add7f150a4aec76e3e57caf043b8122c78c173e8b3d6dbbb7b8,0.161
142,736c65fc0ef3072f72f47161159e4eef51c561671f0a730fe0ef30210173a365,0.161
342,2885c7f18dd6226d5c1b6a257c14da292d80706710aae86d73300de95c3562c3,0.16
363,7af7692e4f70f7f8ab12675522fc4a2ae4abd1153bd06f50ae2da2950a0dc4de,0.16
13,ee17e27db09f8a315831fc3c45af8955956bf32e83ed8718ec69f9fe56e1f506,0.16
348,5fdc9c67f8971d5520967cdd1297e8ae37f4023888701c77c6c86c999516d25d,0.16
447,06a8fa862c64067fcc7fe788979ddc377e28c28f3216993e34e969b091fc0598,0.16
152,5cc950a787b2928eda5ee5d3d621b6778d47c50055cdc757a6cec96b0a083d5a,0.159
182,b17ce26145ad9d23ff1d47d36eb60cdd58ac73d75143685b7fbcfa5066f54e0a,0.159
314,bceef76b1953360044813a0bee5512035fc188da07dcdd19b18c517bf37fb784,0.158
55,fbe5bdaa9d737e7b79fab0a1dee2c167985e14c126285959f2d7c04696254257,0.158
389,a5ccacab3f6731b8745cd6f3a9f9c29c8309883d2b75c7675feab53f1af30d8d,0.157
352,db40970e5527399829b1e509a5a3c1c57e1cc0c5f6d6b82bbd528cb2a90816fa,0.157
358,30615301ea81ff2e4cef1e1465616687dfae869a38a8b878507df7981f593552,0.155
43,9388fdff733ed01bf6808f7f8a3f453e332a5476b1800931305b661f7e7bc603,0.155
188,b7c7bfc7d728f4ea7fba21276f7ddf8af1b881bd1a1f9112fee99f62bdd83774,0.155
423,e82c7d358394b6768186af763e1130a3066a92075351de373e58bf00ad48d815,0.154
213,a93d067ddefa2aa223ecbea20a3a0dd0a11b505769903019bf15d2ce5210f7fc,0.154
435,e522476c096a096e4521889cf439768b710f69abdd3698f16413a9b672cf25fc,0.154
452,f73586d1ff419c25ba0d72c00b77ec4eb1c455df4f23b5d32515184c0aa263a9,0.153
458,4474dc275c0042046d2c3e80bee008192a03ecaf55ab0df1473c64319cabd189,0.153
313,efb493acccee630ac0c6ac86031e47d040a329f9810e7fd7d7ab5e4d0a393a4e,0.152
362,aed6926c1b1d596a3453f38a66c8ff84008507f78f36c1a489de0b32190e407e,0.151
290,adcd880105473be941c38b018698f3e8d466754713323565d802f9e64373af59,0.151
19,d83e65df3ebb74957c5f30e9bf7a965862a8e1ff90dc29cd41cfd7c9a9dbe170,0.15
80,b9c93c3752531e5a2ef27cb03b3c8d85557849e23da53961190b1db6c9b983da,0.15
88,4e87f01360ff63f3723ec5b6a188cdd9cd5205f3574551e0f0f99156635b4c74,0.15
12,5407138b5de3348e27f93ed3edf029fb63b58439f1f088b37d1f47e252f03da3,0.149
40,cb12db9444d94ce4bb94db690b46fccdb6737d6d8bd6b9f8cd677230867f3a16,0.149
442,a8c75008ec22f78d14bbf39619745fae6a3ebb820db7314e725a2ba17624cb2a,0.149
367,9c3d63b6ebdc034814f87a48ab0f287c738c8a01a84e44aa2644ea73c4027c9c,0.148
380,6e42e5df064e8427e0e324f9eb3d80fe1582171bab20ab2d612b961563664022,0.148
11,1d43297a375fb9237831adcdf133256c6777146fa63b938aa4db68a597456153,0.147
187,9ea84831b317c71941887ace4d3a1c092d1d590e20c9ca1ee4e5939975d67ef6,0.145
127,c3493166ed6e93d43e31c197a8e3048da8bb9a7723970eb1760fc38d7891ebe1,0.144
295,7485799e1419b42a184682d09d930426df054a50918197bfa21de98f2553cfc2,0.144
10,71e0685d247ee21dbf6d0ae6ae1915e1defbc47e4715fa84fde9196f25ee4c20,0.144
1,c24d6219b125d9dbea52c431f6dc6122ee76c94cce8987d8406787c93f0b39c4,0.144
192,369bc0b591b7fd29fabb9e6a69afc9173325a857e218137219e7517f00cd8c17,0.144
379,80417a4da7519e6a3a7412b28348de556a27cef5f45078d21735913c5738bc7c,0.144
294,e2664aea7d59f111af3e4ef40ff621a2c74b89d2754c4fd3daffa8ea3f2fcbcd,0.143
312,3c0af6614691b4ca5d2e3a38e81cf50ec6d639e0915b9bc72f137ee1437274bc,0.143
309,85dd69ac2b886f84bd5c04a571f960a24d1641982ab5dfcbfb83dcf4bedbfd4f,0.143
65,101de017ce12cc038bf822475e6cc4015e05ee311d316a8bfe02df0dc76b09af,0.142
82,7d7b7f1a10a4a13abcf84fc563f0702c87a6605bca7ae4a64e13b9c0825e5f6c,0.142
0,6e292487550f4b68a5a710b1512039761b07cdb9d1125728af3e601076c8946b,0.141
321,80eb2c3d45eb983229691f9092a67129240e646615d37f6fa1d1751e2d037af3,0.141
178,c4bf22d70facbcf48ceeb0e677f48ab62c04715e9dc3c768b9d1cc4055793a0e,0.141
307,738b0eb93840bddfe3efc220d527e0dd58fe871897bff4b3e5a4c118bee7ee4a,0.14
454,ed00aa6d563f28261444964ed4fb64c8fb210637fe7e398822e1836a0144b30e,0.14
168,c50bee669db87045468ea80c412ed7a75b8fe88a1c5352c9449c539b4641cab9,0.14
134,4977e2178fc10cf6b9cc43ce544cf3d9b4587728f12161fea9d0da8a305246c0,0.14
185,1023f0f4bed44738ab626a209fb533761f0509099776d8b651201ead61e754bb,0.139
119,ad597eabfc473200e7689935b23cd5d45573ef4c4667bbdacf3b6c90ca7ae6a5,0.139
176,df95b7f3ad63d35f1be8c9ef2c2aa74e40f230317eed5efa816563340a7ee53f,0.139
90,fae603210febb526bacd34aba21b416ffdf1dccc5a3c84dda9446636092e037a,0.139
140,ffeeb8d2494392dc868d636243d3f97ab607b9ca6e200aa897cbd7cb320cf8a2,0.139
400,9972062f53b10be62fea2303c52c15fd89674ce245f13b3db804f881eed7c654,0.138
266,ebec67dddd3c46953efbc24b9feb2212980947fb48dfd2ca780d2f453e42b414,0.138
91,494621f80cabf38504dbd1527d013593583aab217fbc8f7dd8bfedeb24dce99c,0.137
308,0dca7ba8bfa6d090a8913d108f50ec9a2a1a70bbb2cabc326e469237ae014c26,0.137
316,76a5ba31b0d1f4f47f3db1d9a015d91cddce3d5d1cf2801e63ff622914fbe154,0.136
151,94789b257d117db2d42c71c074a970b4fc6088587585ea52238344530b7ddbcc,0.136
72,8b07ff1d2f2c63bcaa0b6bdc2c44e117916d9f87396a0148a5bf8e513797d358,0.135
104,97c646b3746b4399f8131c36a4ae651da08391f88a35e4c9b2773d035465a179,0.135
384,ce2979f832ad09358b4458d514e4fc4af463cbcb778f1736cecd01a342f986a0,0.135
270,ab12a583125d491c6d922e70a93b492403a8059be6d3672d329ad18f36695799,0.134
407,c18382bf7178d8d4449972c667d648c108182c5d22df8b355be18ee5065aa20b,0.134
250,852db084f4f31a6b9272aa95131814d4a9d2128b630e0b4e780a2f2ed78b2835,0.134
319,a4433b5224f75df11daed7de50c43b5734463d697c5b822619fa9063d49f9ea6,0.133
289,842feee09582ea21e6b4d8d04084d2662bf6dc87ef18df846122f771368567b1,0.133
116,b0df4596e33949ceedc915cae233011f58c26d85b92a92cf333fe329288f59fd,0.133
310,ead062ad1c6b7b90e618325c4869f5786f7fa09dcf5ca1369de0974530c550d9,0.133
29,2061b9bba59c69c39f1f61594a4aef62650b9894e05762e2277f04ab336493e5,0.133
225,f1acb777c6a4ba722797329358dff67e113ee5f6159ac5e8a2e9cc87296cf891,0.133
461,e5ef7979f026f0f61361882e44d676ae796c9924047539b0624d50a1645075d4,0.132
14,d992145b4bec3f1f48d8878324e7ff803bc9b15241456fa413a407979119f79b,0.132
242,a6cd365607bd57ebe8605ec9aa029a92ddbc478a92c76ef225e83ee32a6166d6,0.132
244,e4e72015a6358adb7e04ff55e25b1d788c053efc72da5f0fd2d830f276de4fbd,0.131
374,24e7cca3abe88480e256187ced776ead109e04da547a7b09ec0db8df3d5ed256,0.13
198,fa7829fcb7c70f3d523e7f975ac27d70d8b104bc5dae8f7e42e147b88e2c0688,0.13
337,12aa1b68d38f9a321e6a01fec601c45616209c1bed137ba3b697af748381e4ba,0.129
465,2d255f78a29c72629dfec8b012bf8801b5e701e9814a0cf65fa69b3b4d39c53b,0.129
26,131b67c9c3a9f39e13a5767347b03a938bd6b667bfac327bde258603da70bcbd,0.129
125,c06de08966cb55c9a5b316b37ff8d2ba59ef7d3fb2f3ad47bed2183896ddeae1,0.129
145,80ef4cba5569af62102773c477571f9484972dcfe6f76a1495fe9b65ee28cccf,0.128
388,0a7b28fc55ad61995cd006ca213a33f648c91189dbf4b4422dcf52b3d7b95bf9,0.128
416,d6bb5680ea9158e37f7190ea1077130824a4009d74afd22a807cee1811a0f231,0.126
439,b7a3647124e0a778202a29806f19cec0be4fc223671fe97eddcd7f4d3c6a8d1b,0.126
165,c832d4071c0b201c8e37079fb42162348db8d58a29abab711de9c73fac512d9c,0.126
83,b4d788a842627fbac3f48ac457b9ab35df671ec6e915f7ccf810315a5ac6cc0c,0.125
296,b67e6a9c00f00ed5ee5207a7861cb2ac352b8ba9b5ef415c05064af97c739eea,0.125
86,508120f0ed720abfd7a60aaba27e4b9043acbb3dbe59078bfd484d5ddfca2b95,0.125
297,c14f6c25cce616e4f091682e1ebb8b29063e33e661f5acebabcc93c5a3c93306,0.125
32,f081e5c6355d6ae432cb62330fc4108a39616f1bf3d2623011b8b647a3620cec,0.124
107,2a1ed770eb216593006752a458f150305b926b77f463ce511b50d5930f57afbc,0.124
121,1c060cbe825ff148c430b29850f3657fd2e4b87b4154e715bc13b0ae341c949b,0.124
204,a3b6d772c4f8bdae1d2330af36f0de686fbfa74738c2595aa8923206ffc45778,0.123
304,d50d831a307f4d4d250572e3e9ec73745d7cb6505da061e227d7f051036275ee,0.123
405,21bff6cbde8e0647df144cf88e08cb9b89a7b8346c3b00d86b33a2dc816b43c6,0.12
118,eb3a5a838d32848ab01a94a2e34116cc96418ea2e2d5c63ca1a94d4525fd35d3,0.12
381,ed219949f6f7c9529d2b696a13319621c2a0d442fee62165256e3a50bbbf6316,0.12
303,519280a8945215e8a17fca1d23b44c126081ff6eff257982b264f86c105d6572,0.119
455,77df3cdb7016bca3b49a84e7982367a668286915de93f906f410b2d118e635c8,0.119
189,5321d7a4618de003c45a72b7c1dc6505162b09ee465c135af1d70f3d216be7c7,0.119
130,5e928740fc15cf449152a164eb022fd70fd34ec35df3caca57d1cf37d63c4fda,0.118
